0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.2399999722838402,0.8499999810010195,0.24999999441206455,1.2999999709427357,1.1799999736249447,1.0499999765306711,1.4299999680370092,0.9999999776482582,0.6899999845772982,0.5299999881535769,0.6099999863654375,1.81999995931983,0.06999999843537807,0.9999999776482582,1.579999964684248,1.3999999687075615,1.6199999637901783,0.7599999830126762,2.3099999483674765,1.0699999760836363
6.009999865666032,4.29999990388751,9.439999788999557,2.009999955072999,7.259999837726355,3.879999913275242,3.089999930933118,2.6899999398738146,3.5499999206513166,4.289999904111028,5.049999887123704,2.9499999340623617,6.69999985024333,2.7099999394267797,3.849999913945794,5.439999878406525,5.319999881088734,3.3099999260157347,4.519999898970127,5.829999869689345
15.679999649524689,11.059999752789736,11.139999751001596,17.599999606609344,10.909999756142497,13.3199997022748,6.749999849125743,13.689999694004655,9.499999787658453,15.279999658465385,7.9799998216331005,11.57999974116683,8.649999806657434,10.039999775588512,4.909999890252948,11.689999738708138,11.439999744296074,6.489999854937196,7.239999838173389,6.379999857395887
12.379999723285437,23.419999476522207,20.809999534860253,20.849999533966184,15.099999662488699,20.479999542236328,15.60999965108931,28.73999935761094,16.779999624937773,12.709999715909362,19.109999572858214,23.50999947451055,26.95999939739704,23.949999464675784,13.909999689087272,24.00999946333468,16.92999962158501,11.079999752342701,13.269999703392386,22.609999494627118
30.429999319836497,21.659999515861273,19.879999555647373,23.949999464675784,23.27999947965145,32.33999927714467,23.179999481886625,20.499999541789293,26.789999401196837,34.51999922841787,22.8499994892627,24.299999456852674,21.049999529495835,19.409999566152692,20.539999540895224,37.87999915331602,22.30999950133264,25.28999943472445,33.829999243840575,32.18999928049743
26.79999940097332,27.049999395385385,36.17999919131398,28.11999937146902,29.81999933347106,26.25999941304326,27.929999375715852,37.429999163374305,35.799999199807644,36.71999917924404,33.34999925456941,37.95999915152788,31.94999928586185,34.74999922327697,28.219999369233847,24.729999447241426,26.68999940343201,32.07999928295612,37.029999172315,37.49999916180968
39.31999912112951,39.329999120905995,38.64999913610518,38.899999130517244,37.8899991530925,37.83999915421009,35.339999210089445,35.31999921053648,39.599999114871025,38.33999914303422,36.94999917410314,38.49999913945794,36.969999173656106,34.11999923735857,39.54999911598861,38.239999145269394,37.319999165832996,37.90999915264547,38.69999913498759,38.61999913677573
39.62999911420047,38.76999913342297,39.46999911777675,38.1199991479516,38.209999145939946,38.52999913878739,39.50999911688268,39.059999126940966,39.209999123588204,35.73999920114875,38.91999913007021,36.97999917343259,39.04999912716448,38.94999912939966,35.42999920807779,39.449999118223786,37.74999915622175,39.54999911598861,39.19999912381172,37.859999153763056
36.389999186620116,39.37999911978841,36.8599991761148,39.42999911867082,35.62999920360744,35.959999196231365,38.41999914124608,38.60999913699925,39.4999991171062,39.48999911732972,37.57999916002154,39.57999911531806,39.54999911598861,39.289999121800065,38.91999913007021,35.71999920159578,38.709999134764075,36.02999919466674,39.449999118223786,36.00999919511378
38.709999134764075,39.00999912805855,38.99999912828207,37.87999915331602,37.199999168515205,37.239999167621136,38.1199991479516,38.52999913878739,37.899999152868986,38.84999913163483,38.829999132081866,39.52999911643565,37.87999915331602,36.929999174550176,38.939999129623175,39.42999911867082,39.08999912627041,38.79999913275242,38.79999913275242,39.38999911956489
38.14999914728105,37.14999916963279,36.67999918013811,39.61999911442399,38.629999136552215,36.309999188408256,38.439999140799046,35.019999217242,35.08999921567738,36.15999919176102,26.4099994096905,38.77999913319945,38.509999139234424,35.31999921053648,39.289999121800065,38.13999914750457,38.859999131411314,34.76999922282994,39.15999912470579,38.55999913811684
39.50999911688268,31.48999929614365,34.20999923534691,37.389999164268374,34.08999923802912,38.96999912895262,35.74999920092523,38.089999148622155,37.04999917186797,36.6299991812557,32.71999926865101,38.48999913968146,35.69999920204282,34.369999231770635,34.249999234452844,39.129999125376344,38.56999913789332,31.5199992954731,39.25999912247062,37.47999916225672
34.12999923713505,35.959999196231365,36.459999185055494,38.01999915018678,35.26999921165407,35.84999919869006,32.1499992813915,38.10999914817512,33.65999924764037,36.929999174550176,32.68999926932156,37.52999916113913,33.6999992467463,39.37999911978841,37.51999916136265,30.66999931447208,37.14999916963279,38.32999914325774,26.249999413266778,33.479999251663685
36.87999917566776,39.27999912202358,39.65999911352992,29.409999342635274,37.44999916292727,38.13999914750457,34.16999923624098,35.74999920092523,39.4999991171062,35.769999200478196,39.33999912068248,38.749999133870006,32.80999926663935,32.359999276697636,38.509999139234424,36.93999917432666,35.84999919869006,37.039999172091484,28.4199993647635,34.51999922841787
38.509999139234424,33.91999924182892,35.39999920874834,35.63999920338392,39.31999912112951,32.48999927379191,28.799999356269836,30.989999307319522,34.6199992261827,32.40999927558005,33.4699992518872,38.01999915018678,37.35999916493893,36.28999918885529,36.67999918013811,38.199999146163464,38.94999912939966,35.879999198019505,31.82999928854406,32.55999927222729
33.58999924920499,36.35999918729067,32.30999927781522,34.70999922417104,39.45999911800027,34.949999218806624,33.18999925814569,35.959999196231365,22.989999486133456,29.889999331906438,38.32999914325774,27.749999379739165,33.249999256804585,36.459999185055494,34.019999239593744,37.84999915398657,36.19999919086695,32.67999926954508,36.55999918282032,37.06999917142093
37.45999916270375,19.63999956101179,37.63999915868044,35.05999921634793,37.739999156445265,37.91999915242195,30.35999932140112,34.759999223053455,21.0699995290488,34.289999233558774,38.83999913185835,38.99999912828207,38.09999914839864,32.69999926909804,37.9499991517514,29.85999933257699,36.73999917879701,32.16999928094447,37.819999154657125,36.91999917477369
38.789999132975936,39.54999911598861,32.629999270662665,39.019999127835035,32.84999926574528,38.24999914504588,38.4099991414696,32.64999927021563,38.899999130517244,29.619999337941408,39.129999125376344,32.739999268203974,38.79999913275242,38.669999135658145,39.169999124482274,38.009999150410295,39.439999118447304,36.42999918572605,37.87999915331602,35.4799992069602
39.00999912805855,38.46999914012849,35.28999921120703,35.92999919690192,32.79999926686287,37.37999916449189,38.169999146834016,39.559999115765095,35.069999216124415,33.599999248981476,36.11999919265509,36.31999918818474,34.909999219700694,37.899999152868986,38.859999131411314,38.30999914370477,39.059999126940966,38.129999147728086,31.86999928764999,35.339999210089445
37.819999154657125,38.899999130517244,36.90999917499721,38.6399991363287,33.85999924317002,39.10999912582338,32.779999267309904,38.789999132975936,39.33999912068248,38.32999914325774,36.54999918304384,39.289999121800065,36.579999182373285,34.569999227300286,38.1799991466105,37.899999152868986,31.109999304637313,37.859999153763056,39.209999123588204,39.169999124482274
